Lap,Sim_TyreAge_StartOfLap,Sim_Compound,AI_Pace_Delta,AI_Pit_Prob,Action,Time_If_Stay_Out,Time_If_Box_Soft,Time_If_Box_Medium,Time_If_Box_Hard,SC_Risk_Prob,Color
24,24,MEDIUM,1.4330379962921143,0.59370893,STAY OUT,92.49238586425781,109.44921112060547,,92.98303985595703,0.04057641259006446,#EBEB00
25,25,MEDIUM,1.4242011308670044,0.6063144,STAY OUT,89.69967651367188,107.91354370117188,,90.04493713378906,0.04057641259006446,#EBEB00
26,26,MEDIUM,1.4644042253494263,0.6196794,STAY OUT,87.11042022705078,106.72731018066406,,87.26107025146484,0.04057641259006446,#EBEB00
27,27,MEDIUM,1.454222321510315,0.63349026,STAY OUT,84.60247039794922,106.00484466552734,,84.63159942626953,0.026024622097553372,#EBEB00
28,28,MEDIUM,1.4721062183380127,0.64708525,STAY OUT,82.45966339111328,105.48307037353516,,82.49762725830078,0.026024622097553372,#EBEB00
29,29,MEDIUM,1.4000836610794067,0.6604462,STAY OUT,80.30261993408203,103.92115783691406,,80.33694458007812,0.026024622097553372,#EBEB00
30,0,HARD,1.3665885925292969,0.6735567,BOX (STRATEGY),78.33060455322266,102.38079071044922,,78.25192260742188,0.012218045112781954,#A6A6A6
31,1,HARD,1.5906485319137573,0.0048066657,STAY OUT,52.6585693359375,,,,0.012218045112781954,#A6A6A6
32,2,HARD,1.444156289100647,0.006498214,STAY OUT,50.640289306640625,,,,0.024420901418567065,#A6A6A6
33,3,HARD,0.015809889882802963,0.008043716,STAY OUT,48.341400146484375,,,,0.024420901418567065,#A6A6A6
34,4,HARD,0.07144483923912048,0.009962494,STAY OUT,47.47085952758789,,,,0.024420901418567065,#A6A6A6
35,5,HARD,-0.007684872951358557,0.012171427,STAY OUT,46.544681549072266,,,,0.03466955579631636,#A6A6A6
36,6,HARD,-0.011231103911995888,0.014846753,STAY OUT,45.338932037353516,,,,0.03466955579631636,#A6A6A6
37,7,HARD,-0.06262487918138504,0.017962618,STAY OUT,44.1367301940918,,,,0.03466955579631636,#A6A6A6
38,8,HARD,-0.07403512299060822,0.021587873,STAY OUT,42.98591995239258,61.77069854736328,65.13812255859375,,0.04032821229050279,#A6A6A6
39,9,HARD,0.10818278789520264,0.009778463,STAY OUT,41.648468017578125,60.12974166870117,63.334712982177734,,0.04032821229050279,#A6A6A6
40,10,HARD,0.05138125643134117,0.011863061,STAY OUT,40.12879943847656,58.92993927001953,62.0035400390625,,0.04032821229050279,#A6A6A6
41,11,HARD,-0.2093152552843094,0.037218995,STAY OUT,38.66592788696289,58.11189651489258,61.060585021972656,,0.0775473399458972,#A6A6A6
42,12,HARD,-0.2849714159965515,0.044547543,STAY OUT,36.16108322143555,55.88088607788086,58.63058090209961,,0.0775473399458972,#A6A6A6
43,13,HARD,-0.3062228858470917,0.052969947,STAY OUT,33.73189926147461,53.488990783691406,56.070316314697266,,0.0775473399458972,#A6A6A6
44,14,HARD,-0.2787784934043884,0.061243154,STAY OUT,31.32396697998047,51.20712661743164,53.613040924072266,,0.09001118151323145,#A6A6A6
45,15,HARD,-0.2864704728126526,0.07041658,STAY OUT,28.452354431152344,48.46822738647461,50.69771957397461,,0.09001118151323145,#A6A6A6
46,16,HARD,-0.284478098154068,0.080607675,STAY OUT,25.58843421936035,45.864627838134766,47.91619873046875,,0.09001118151323145,#A6A6A6
47,17,HARD,-0.26599958539009094,0.09174003,STAY OUT,22.722522735595703,43.69306182861328,45.56479263305664,,0.0673447913012978,#A6A6A6
